,Title,Images,Summary,Aurthor,Category,ID
121,Historic Maps of Bahrain 1817-1970 3 Map Box Set (Cambridge Archive Editions),http://ecx.images-amazon.com/images/I/31vrcr8qd1L.jpg,"This collection comprises 69 surveys, charts and plans of Bahrain, many in colour, including the complete island and surrounding waters and islands. The publication makes valuable maps available which were previously unknown or inaccessible. It begins in 1817 with the first ever mention of Muharraq City on a map and finishes in 1970 with the last maps made before independence. It includes the first ever town plans of Manama and Muharraq to be compiled by the Government of Bahrain, and the first ever accurate land survey of the Hawar islands. There is also a detailed commentary on each map.",,History,1852076755
122,Medical Coding Evaluation and Management,http://ecx.images-amazon.com/images/I/51tFYbkyy9L.jpg,"<P style=""MARGIN: 0px"">Thorough and correct documentation of evaluation and management services provide the foundation for correct billing. <I>Medical Coding Evaluation and Management, 1e </I>provides an easy-to-read reference tool for thorough and effective documentation of any evaluation and management service visit. By focusing on the foundations of evaluation and management documentation guidelines, physicians, non-physician providers and other clinicians have the opportunity to understand the complexities of documenting any evaluation and management service correctly. Highlighting a variety of settings, readers learn about how to document medical history, physical examinations, medical decision-making, counseling and/or coordination of care, as well as intraservice time. Clinical examples, a clinical scenario and chapter exercises round out coding skills, as readers learn to dissect the evaluation and management visit and all its elements.</P>",Kate Gabriel-Jones,Medical Books,013288156X
123,The Blue Ridge and Smoky Mountains: An Explorer's Guide (Explorer's Guide Blue Ridge & Smoky Mountains),http://ecx.images-amazon.com/images/I/51A7wSGY4BL.jpg,"Professional travel writer and photographer Jim Hargan, a long-time resident of western North Carolina, is your guide to the hills and back roads of the Blue Ridge and Smoky Mountains regions of North Carolina and Tennessee. Hargan reveals where to find local produce, crafts and music, and leads you to the region's many historic homes and museums. He recommends scenic drives along the Blue Ridge Parkway and gentle walks in the mountains; outdoor activities from whitewater rafting to bicycling to hiking the Appalachian Trail; and distinctive dining, lodging and shopping opportunities. Features of the guide include: hundreds of dining and lodging reviews, from barbecue joints to four-star cuisine; opinionated listings of inns, B&Bs, hotels, and vacation cottages; and 22 regional maps. Handy icons point out places that offer best value, cater to families, welcome pets, and provide handicapped access.",Jim Hargan,Travel,088150484X
124,"Dragon Ball Z ""It's Over 9,000!"" When Worldviews Collide by Padula, Derek (2012)",http://ecx.images-amazon.com/images/I/51H4X8RHWsL.jpg,"Akira Toriyama's Dragon Ball is the world's most recognized anime and manga series, having entertained millions of fans across the globe. The legendary rivalry of the last two full blooded Saiya-jins, Goku and Vegeta, is the iconic example of a lifelong conflict that inspires fans to burst through their own personal limits. <div>",,Comics & Graphic Novels,B00DO90I9W
125,Rick Steves' Istanbul,http://ecx.images-amazon.com/images/I/51TdaRoyFmL.jpg,"<DIV>You can count on a Rick Steves guidebook to tell you what you really need to know when traveling in Istanbul. <I>Rick Steves&#8217; Istanbul</I> is a &#8220;tour guide in your pocket&#8221; to one of the world&#8217;s grandest cities. Walking in the footsteps of Byzantine emperors and Ottoman sultans, you&#8217;ll explore the city where Europe meets Asia. With this up-to-date advice, you&#8217;ll make the most out of your time and money, and have your pick of good-value hotels and restaurants. Self-guided walking tours lead you through historic mosques, ancient mosaic-speckled churches, bustling bazaars, and artifact-packed museums. You&#8217;ll find out where the locals go for sea-food and for the tastiest Turkish delight candies. In this Rick Steves guide, Lale Surmen Aran and Tankut Aran team up to guide you through the European &#8212; and Asian &#8212; city of Istanbul.",Lale Surmen Aran,Travel,B002XULY6Y
126,Redeeming Love,http://ecx.images-amazon.com/images/I/51N3MnnShDL.jpg,"<b>A story of love that won't let go - no matter what!</b><br><br>California&rsquo;s gold country, 1850. A time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep.&#160;Angel expects nothing from men but betrayal. Sold into prostitution as a child, she survives by keeping her hatred alive. And what she hates most are the men who use her, leaving her empty and dead inside.&#160;&#160;<br>&#160;<br>Then she meets Michael Hosea, a man who seeks his Father&rsquo;s heart in everything. Michael obeys God&rsquo;s call to marry Angel and to love her unconditionally. Slowly, day by day, he defies Angel&rsquo;s every bitter expectation, until despite her resistance, her frozen heart begins to thaw.&#160;&#160;<br>&#160;<br>But with her unexpected softening comes overwhelming feelings of unworthiness and fear. And so Angel runs. Back to the darkness, away from her husband&rsquo;s pursuing love, terrified of the truth she no longer can deny: Her final healing must come from the One who loves her even more than Michael does&hellip;the One who will never let her go.&#160;&#160;<br>&#160;<br>A powerful retelling of the story of Gomer and Hosea, Redeeming Love is a life-changing story of God&rsquo;s unconditional, redemptive, all-consuming love.<i><br><br></i><b>Includes a six-part reading group guide!</b><i><b><br></b></i>",Francine Rivers,Romance,1590525132
127,The Soul Searcher's Handbook: A Modern Girl's Guide to the New Age World,http://ecx.images-amazon.com/images/I/61S3oPMwarL.jpg,"From aromatherapy and numerology to healing crystals and meditation, this fun and sassy guide to everything body-mind-spirit defines New Age practices for a new generation.<BR><BR>What type of crystal should I put in my car for a road trip? Should I Feng Shui my smart phone screen? In this illuminating introduction for the modern-day soul searcher, Emma Mildon shines light on everything your mom didn&#8217;t teach you about neo&#8211;New Age practices.<BR> <BR>With something for every type of spiritual seeker, <i>The Soul Searcher&#8217;s Handbook</i> offers easy tips, tricks, and how-tos for incorporating everything from dreamology and astrology to mysticism and alternative healing into your everyday life. This handbook is your #1 go-to guide&#8212;handy, accessible, entertaining, and packed with all the wisdom you need in one place.<BR> <BR>Your destiny, gifted to you at birth, is waiting. So plug into the universe, dig your toes into the soil of Mother Earth, and open your soul to your full potential. Regardless of what you&#8217;re seeking, <i>The Soul Searcher&#8217;s Handbook</i> is your awakening to a more fulfilling and soulful life.",Emma Mildon,Self-Help,1582705240
128,"Vocabulary Power Plus for the New SAT, Book 1",http://ecx.images-amazon.com/images/I/51TnVS%2B%2BsjL.jpg,"<P><b>Intended for 9th grade.</b> <P> Your students will score higher on the SAT once they've used Prestwick House's Vocabulary Power Plus Classic, the only program that addresses all of the revisions in the test without compromising the vocabulary studies students need. Each unit alternates focusing on the critical reading and essay portions of the test with questions focusing on sentence completion, reading comprehension, inference, essay, root practice, and more. Review units ensure your students will remember what they've learned.<BR> <P><b>Why should you use <i>Vocabulary Power Plus</i>?</b><BR> You'll save time because you won't have to write vocabulary lessons from scratch.<BR> Reading passages similar to those on the SAT* help students learn words by examining their contexts.<BR> Multiple exercises reinforce the meanings of words to students, fostering long-term knowledge.<BR> Your students will learn more than 200 new words in each book.<BR> You'll tackle vocabulary instruction and test prep with one resource.<BR><BR><BR> <P><i>*SAT is a registered trademark of the College Board, which was not involved in the production of and does not endorse this product.</i> <P>",Daniel A. Reed,Teen & Young Adult,1580492533
129,"Exploring Asia, Grades 5 - 8 (Continents of the World)",http://ecx.images-amazon.com/images/I/51dzyv0B3aL.jpg,"<DIV>Take students in grades 5–8 on a field trip without leaving the classroom using Exploring Asia! This 48-page book features reading selections and assessments that utilize a variety of questioning strategies, such as matching, true or false, critical thinking, and constructed response. Map projects and hands-on activities engage students in learning about the physical, political, and human geography of Asia. For struggling readers, the book includes a downloadable version of the reading selections at a fourth- to fifth-grade reading level. This book aligns with state, national, and Canadian provincial standards.",Michael Kramme Ph.D.,Children's Books,1580376223
130,Arrow - Heroes and Villains,http://ecx.images-amazon.com/images/I/512YQUaFWNL.jpg,"<p>&#160;<br> <b><i>Arrow - Heroes and Villains</i>&#160;is a companion to the hit Warner Bros. TV show&#160;<i>Arrow,</i>&#160;to be airing its third season on The CW network.</b><br><br> &#160;Based on the DC Comics character, the American TV series&#160;<i>Arrow</i>&#160;follows billionaire Oliver Queen (Stephen Amell -&#160;<i>Heartland, Private Practice</i>) who, after spending five years marooned on a remote island, returns home and secretly creates the persona of Arrow to right the wrongs of his family and fight the ills of society.<br><br> <i>Arrow - Heroes and Villains</i>&#160;is a comprehensive character guide to the hit Warner Bros. TV show <i>Arrow.</i>&#160;Featuring in-depth character breakdowns of Oliver Queen - the billionaire turned hooded vigilante, Laurel Lance - attorney and former girlfriend of Oliver, Slade Wilson - the character based on DC Comics' Deathstroke, and many, many more.<br> &#160;<br> ARROW and all related characters and elements are trademarks of and &#169; DC Comics.<br> (s14)</p>",Nick Aires,Humor & Entertainment,1783295236
131,"PILLS, POETRY & PROSE: Life with Schizophrenia",http://ecx.images-amazon.com/images/I/51XYmNSMxdL.jpg,"This book contains both essays and poems that travel the turbulent path of an everyday woman struggling with the frightening diagnosis of Schizophrenia. Pills, Poetry & Prose offers insight and understanding to those who are curious about Schizophrenia, and will encourage those who are suffering to find hope. Author Rebecca Chamaa takes us on a tour of her life as a child before her diagnosis, to the experience of a broken marriage, to the degrading stereotypes and stigmas related to her diagnosis.",Rebecca Chamaa,"Health, Fitness & Dieting",163490351X
132,Danish Dependencies (Let's Visit Places and Peoples of the World),http://ecx.images-amazon.com/images/I/41cKcDReINL.jpg,"Surveys the history, topography, people, and culture of Danish Dependencies, with emphasis on their current economy, industry, and place in the political world.",Charlotte R. Levine,History,1555467873
133,Daughters Rising: What has gone wrong with mother-daughter relationships and how to FIX it.,http://ecx.images-amazon.com/images/I/51U33t-lzOL.jpg,"The Mother/Daughter Relationship gets a Makeover from the Feminine Divine.  You love your mother, but she can drive you crazy. No matter what you do, it isn’t quite good enough. When you speak up, mom says, “Well then, I guess I’m just a horrible mother.” The mixed messages and guilt weighs you down and leaves you wondering if you can ever get it right. How can you turn this around, free yourself from self-doubt, and break the cycle for your own daughter? You can meditate, chant affirmations, and dutifully practice feeling grateful all you want, but you can’t create the life you desire without addressing the issues around the person who first gave you life. Do you apologize chronically, saying, “I’m sorry” and “it’s ok”, when it isn’t? Second-guess yourself with every decision? Look to others for your sense of self worth? Feel that you have to choose between looking good and feeling good? Come with me, as I show you how the problems you have with your mother mirror the problems you have in life. By understanding what has gone wrong in the mother/daughter relationship and turning it around, you activate the Feminine energy that is the key to having the life you’ve always wanted. Are you ready to rise up, come alive, and live beyond your mother’s limiting messages? Rise up and claim your full true Feminine power! In psychotherapist’s Katherine Fabrizio’s ground breaking book, DAUGHTERS RISING, she tells you how your relationship with your mother is affecting your life in ways you have not yet imagined. Your struggle with mom mirrors the internal struggle you have with yourself. The impossible standards your mother tried to live up to has caused you to be filled with shame, guilt and self-doubt. It doesn’t have to be this way. Buried in each disempowering message is a message of strength and hope when you get back online with your Feminine power. You can’t get there with the masculine energy that held your mother down and is so prevalent in the western culture today. This book will break the spells that are holding you back from the life you’ve always wanted and show you the way home to claim your true Feminine power. Get clear on the mixed messages that were passed down to you and learn how to rise above those messages. What are you waiting for? Your life is waiting. See how you have had the power in you all along. This, my pretty, changes everything.",Katherine K Fabrizio,Parenting & Relationships,1507799144
134,Muhammad: The Messenger of Islam,http://ecx.images-amazon.com/images/I/515Czoce3TL.jpg,"This impressive biographical work deftly weaves translated accounts from authentic Ottoman Turkish texts with ancient lore, resulting in a compelling, unforgettable portrait of the founder of Islam as seen through the eyes of Muslims around the world.",Hajjah Amina Adil,Religion & Spirituality,1930409117
135,Victerotica II - A Carnal Collection (More Sex Stories from the Victorian Age),http://ecx.images-amazon.com/images/I/416PYA2yOKL.jpg,"<p><b>MORE AUTHENTIC VICTORIAN EROTICA - REDISCOVERED</b></p> <p><b><i>“If you’re looking for a love story, this is not the book for you...”</i></b></p> More great value, period erotic fiction! The second collection of Wildheart’s mad, bad, crude and rude Victorian short stories and novellas, all originally published prior to 1900, are brought to you now as hot and steamy debauched tales of sexual exploration and adventure. Very crude, very rude and great fun. <p>Wildheart’s second Victorian Collection caters for tastes both Curious and Diverse</p> <p><b>CONTENTS:</b></p> <p><b>The Three Chums: A Tale of Everyday London Life - Part One</b></p> Young, enthusiastic Charlie, just up from the country, and his two London cousins are on a singular course of non-stop debauchery in the run-up to the start of their studies. He certainly discovers a passion for extra-curricular exertions... <p><b>School Life in Paris</b></p> It’s 1897 and 18 year-old Blanche is sent to Finishing School in Paris. Far from finishing anything, she starts on a joyous expedition through every carnal desire a young woman could encounter. Brilliantly filthy – a distinct lack of subtlety... <p><b>The Costume Party</b></p> An excellent short that displays some sophistication and restraint than the collected excess we present in the rest of the book. But – it’s still shockingly crude! <p><b>The Adventures of Lady Lovesport</b></p> An eye-opening look into the sexual awakening of two lovers; first through experiments with friends then followed by tutelage from the formidable Lady Lovesport with her birch. It’s more than enough to bring a blush to the cheek... <p><b>The Three Chums - Part Two</b></p> The rampant conclusion to the young men’s uber-libidinous erotic sojourn. Everyone’s fair game with the young men even discovering Victorian dogging in the Royal parks! <p><b>Content Advisory:</b></p> Definitely 18+ Continuous scenes of explicit sexual activity. <p><b>BAWDY, UNRECONSTRUCTED TALES OF PASSION AND LUST</b></p>",Anonymous,Romance,1909349526
136,Christopher Anderson: Capitolio,http://ecx.images-amazon.com/images/I/31jwMtiPISL.jpg,"<I>Capitolio</I> is New York documentary photographer Christopher Anderson's cinematic journey through the upheavals of contemporary Caracas, Venezuela, in the tradition of such earlier projects as William Klein's <I>New York</I> (1954-55) and Robert Frank's <I>The Americans</I> (1958). It presents a poetic and politicized vision, by one of today's finest documentary photographers, of a city and a country that is ripping apart at the seams under the stress of popular unrest, and whose turmoil remains largely unreported by Western media. No stranger to such fraught situations (he covered the 2006 conflict between Hezbollah and Israel from its inception), Anderson notates the country's current incongruities, where the violent and the sensual intermingle chaotically. ""The word 'capitolio' refers to the domed building that houses a government,"" writes Anderson, elaborating on the title of this volume; ""here, the city of Caracas, Venezuela, is itself a metaphorical capitolio building. The decaying Modernist architecture, with a jungle growing through the cracks, becomes the walls of this building and the violent streets become the corridors where the human drama plays itself out in what President Hugo Chavez called a 'revolution.'""",,Travel,8492480572
137,2016 Western Horse Wall Calendar,http://ecx.images-amazon.com/images/I/61FpszKaioL.jpg,"Western Horse 2016 Wall Calendar features full-color photographs of some of the most beautiful Western horses ever to grace the American West! The year unfolds with a gallery of 12 of David R. StoeckleinÃ¢Â&#x20AC;ÂTMs signature stunning images of some of the world's most idyllic western scenes, accompanied by informative captions, in this handsome 12 x 12 wall calendar. Each page cites all the major holiday observances.Photography by David R. StoeckleinIncludes a notes sectionPrevious and next month viewsObserves major holidays and moon phases",David R. Stoecklein,Calendars,1933790296
138,The Walk: A Novel,http://ecx.images-amazon.com/images/I/61sss1lob7L.jpg,"<B>The first book in the inspiring <I>New York Times</I> bestselling series about an executive who loses everything he holds dear and embarks on a walk across America that changes his life forever.</B><BR><BR>What would you do if you lost everything&#8212;your job, your home, and the love of your life&#8212;all at the same time? When it happens to Seattle ad executive Alan Christoffersen, he&#8217;s tempted by his darkest thoughts. Instead, he decides to take a walk. But not any ordinary walk. Taking with him only the barest of essentials, Alan leaves behind all that he&#8217;s known and heads for the farthest point on his map: Key West, Florida. The people he encounters along the way, and the lessons they share with him, will save his life&#8212;and inspire yours. <BR><BR>A life-changing journey, both physical and spiritual, <I>The Walk </I>is the first of an unforgettable bestselling series of books about one man&#8217;s search for hope.",Richard Paul Evans,Romance,1439191425
139,Can You Trust Your Trust?: What You Need to Know about the Advantages and Disadvantages of Trusts and Trust Compliance Issues,http://ecx.images-amazon.com/images/I/510sRHmAn-L.jpg,"<span><span>A trust is frequently seen as the alter ego of a will. Trusts are often worthwhile but can be nightmares if improperly administered. As a result of the revamping of state trust laws in many states, trustees often find themselves with more questions than they were ever prepared for, without easily discernible answers, such as:</span></span><br /><ul style=""margin-top:0;margin-bottom:0;""> <span>How do I know if I can trust my trust?</span></li> <span>What should I look out for?</span></li> <span>Are there ever occasions where I shouldn't provide for a long-term trust? </span></li> <span>What should I look for when selecting an institutional trustee to administer my trust?</span></li> <span>What trustee liability issues should I be aware of?</span></li></ul><br /><span><span style=""font-style:italic;"">Can You Trust Your Trust?</span><span> is the first book of its kind to present this information in an accessible and practical manner, easily understood by you―the trustee―and your trust advisers.</span></span>",Seymour Goldberg,Law,1627227091
