,Title,Images,Summary,Aurthor,Category,ID
125,Saban: The Making of a Coach,http://ecx.images-amazon.com/images/I/51xDYNQSl7L.jpg,"<b>Instant <i>New York Times</i> Bestseller</b><BR> <BR><b>&#8220;Insidery, detailed, and absorbing. Come for the chapter titled &#8216;Why Can&#8217;t He Be Happy&#8217; and stay for the one called &#8216;Miami Vice.&#8217;&#8221; &#8212;<i>Sports Illustrated</i> </b><BR><BR>A defining biography of Nick Saban, the influential and polarizing University of Alabama football coach who not only transformed the college game but might also be the best ever at winning.<BR> <BR>As the head coach of the University of Alabama&#8217;s football team, Nick Saban is perhaps the most enigmatic man in the sport. Unpredictable in his professional loyalties, uncompromising in his vision, and unyielding in his pursuit of perfection, the highest-paid coach in college football has changed the face of the game. His program-building skills have delivered packed stadiums, rabid fans, hundreds of millions of dollars, legions of detractors, countless NFL draft picks, and a total of four national championships, including three in the last six years. Monte Burke&#8217;s <i>Saban</i>&#8212;the first major biography of the man who has come to epitomize the game&#8212;presents this towering figure with a never-before-seen human depth.<BR> <BR>Though a great deal is known about Saban the coach, not much is known about Saban the man. Little has been written about his early climb through the coaching ranks as an assistant in college and in the NFL, or his head-coaching stints at Michigan State and Louisiana State and his struggles as a pro coach with the Miami Dolphins.<BR> <BR>Through unprecedented interviews with more than 250 friends, coworkers, rivals, former players, and others, Burke reveals the defining moments of the coach&#8217;s life. <i>Saban </i>paints a portrait of a complex and compelling man, fundamentally shaped by both his past and the game he loves, in a way that no previous book has.",Monte Burke,Biographies & Memoirs,1476789932
126,Uncle John's Lists that Make You Go Hmmm . . .,http://ecx.images-amazon.com/images/I/516jj5ZFlQL.jpg,"A list of five words to describe <i>Uncle John's Lists That Make You Go Hmmm...</I>: <b>1.</B> Funny; <b>2.</B> Fact-filled; <b>3.</B> Surprising; <b>4.</B> Unique; <b>5.</B> Essential.<BR><BR><i>Uncle John's Lists That Make You Go Hmmm... </I>puts a whole new spin on Uncle John&#8217;s unique brand of trivia. Readers will be treated to 288 pages of irresistible easy-to-digest lists featuring short facts, fascinating history, and weird news--plus lists about science, sports, quotes, wordplay, showbiz, and random oddities. Some examples: &#8220;4 Yellow Things (and Why They&#8217;re Yellow&#8221;), &#8220;5 Dumb Crooks Who Led the Cops Right To Them,&#8221; &#8220;The 6 Smartest Dog Breeds,&#8221; &#8220;7 Lists of 7s&#8221; (on page 77), &#8220;Hollywood&#8217;s 8 Stupidest Science Goofs,&#8221; &#8220;9 Celebrity Marriages that Didn&#8217;t Outlast Milk,&#8221; and &#8220;The 10 Commandments (and 10 Politicians Who Broke Them).&#8221;",Bathroom Readers' Institute,Humor & Entertainment,162686361X
127,A Shade of Vampire 16: An End of Night,http://ecx.images-amazon.com/images/I/51hT9rbltZL.jpg,<b>The thrilling finale of Rose &amp; Caleb&apos;s series!</b><div><div><div>,Bella Forrest,Romance,1514709902
128,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",http://ecx.images-amazon.com/images/I/51y7WMAw3IL.jpg,"Stephen E. Ambrose&rsquo;s iconic <i>New York Times </i>bestseller about the ordinary men who became the World War II&rsquo;s most extraordinary soldiers: Easy Company, 506th Parachute Infantry Regiment, 101st Airborne Division, US Army.<BR><BR>They came together, citizen soldiers, in the summer of 1942, drawn to Airborne by the $50 monthly bonus and a desire to be better than the other guy. And at its peak&#8212;in Holland and the Ardennes&#8212;Easy Company was as good a rifle company as any in the world.<BR><BR>From the rigorous training in Georgia in 1942 to the disbanding in 1945, Stephen E. Ambrose tells the story of this remarkable company. In combat, the reward for a job well done is the next tough assignment, and as they advanced through Europe, the men of Easy kept getting the tough assignments.<BR><BR>They parachuted into France early D-Day morning and knocked out a battery of four 105 mm cannon looking down Utah Beach; they parachuted into Holland during the Arnhem campaign; they were the Battered Bastards of the Bastion of Bastogne, brought in to hold the line, although surrounded, in the Battle of the Bulge; and then they spearheaded the counteroffensive. Finally, they captured Hitler's Bavarian outpost, his Eagle's Nest at Berchtesgaden.<BR><BR>They were rough-and-ready guys, battered by the Depression, mistrustful and suspicious. They drank too much French wine, looted too many German cameras and watches, and fought too often with other GIs. But in training and combat they learned selflessness and found the closest brotherhood they ever knew. They discovered that in war, men who loved life would give their lives for them. <BR><BR>This is the story of the men who fought, of the martinet they hated who trained them well, and of the captain they loved who led them. E Company was a company of men who went hungry, froze, and died for each other, a company that took 150 percent casualties, a company where the Purple Heart was not a medal&#8212;it was a badge of office.",Stephen E. Ambrose,History,074322454X
129,African Tears: The Zimbabwe Land Invasions,http://ecx.images-amazon.com/images/I/51S03K8D4SL.jpg,"""They broke us eventually, crippled us psychologically and drove us to the brink of bankruptcy. They harassed us and our employees, tortured one of our workers, pulled a gun and threatened to kill me, slaughtered one of our oxen, roamed our fields with packs of hunting dogs, felled over 3,000 gum trees and burnt the entire farm to the ground. Our farm remains undesignated, unlisted and not required by the government for compulsory acquisition."" Catherine Buckle.<P>""""African Tears"" is the story of a white farmer in Zimbabwe, living side by side with ""war veterans"" for 7 months. The veterans claimed the small 1,000-acre farm belonged to their ancestors. For 7 months the squatters watched and intimidated, claiming the farm field by field, ""liberating"" the small stock dams and then the timber plantation. The farm was claimed as a war veterans headquarters and every weekend political meetings were held in the field below the house--with hundreds in attendance.<P> <P>Search your heart, revisit your past and squint into the future, into your greatest fears, your truest loves. Then understand that the emotional and psychological traumas one family has had to endure--in the face of unabashed greed, ignorance and savagery--has been pushed to its limits; their lives threatened; their farm stolen before their eyes and burned to the ground. Readers may well want to ask author Catherine Buckle, ""If things are so bad in Zimbabwe, why don't they leave?"" Her answer sums things up swiftly by asking, ""How much longer are we going to be made to pay for the sins of our fathers, grandfathers?"" She wants to know why history cannot be laid to rest. Blame for the injustices of the past has been placed squarely on the white population of Zimbabwe; she wants to know why the nation cannot accept this blame, admit that what went on 100 years ago was a disgrace, and move on. She admits openly that her patriotism is both old-fashioned and deep-set. ""I love my country, I love the people here, I love being here. That's why I wrote 'African Tears.' Perhaps, because I don't want to leave. I want to belong.""",Catherine Buckle,History,1919874275
130,"The Legend of Zelda, Vol. 3: Majora's Mask",http://ecx.images-amazon.com/images/I/51oiVI7sFrL.jpg,"R to L (Japanese Style)<BR><BR>The manga adapation of the legendary video game series, now available in English for the first time! Become part of the Legend &#8211; the Legend of Zelda!<BR>The Legend of Zelda is a high-fantasy adventure based on the wildly successful and long-running video game series by game designer Shigeru Miyamoto. In February 2000, Shogakukan began publication of manga artist Akira Himekawa's adaptation of nine of the most well known Nintendo games in the series. Each story follows the adventures of Link, the hero of the video game series, as he battles the forces of evil to save the Sacred Realm. <BR>Majora's Mask:After sealing Ganondorf in the Sacred Realm, Link returns to the time when he was a boy. Peace has returned to Hyrule, but his old friend Navi is missing. While wandering the forest in search of Navi, he meets Skull Kid, who is wearing Majora's Mask, an artifact said to grant your wishes. The mischievous Skull Kid steals the Ocarina of Time from Link and turns Link into a Deku Nut!",Akira Himekawa,Comics & Graphic Novels,1421523299
131,Manifest Destiny Volume 3: Chiroptera & Carniformaves (Manifest Destiny Tp),http://ecx.images-amazon.com/images/I/51zd1Yy8xAL.jpg,"<ul>  The adventures of Lewis & Clark continue! Venturing deeper into the heartland, the expedition discovers another arch, which can only signal new trouble &#8212; and monsters &#8212; thriving in the wild. Meanwhile, Sacagawea experiences complications with her pregnancy.</li>  Collects <i>Manifest Destiny</i> #13-18.</li></ul>",Chris Dingess,Comics & Graphic Novels,1632153971
132,"Southern Argentina, Patagonia and Uruguay Nelles Map (English, French, Italian and German Edition)",http://ecx.images-amazon.com/images/I/51eqL%2Bu229L.jpg,"This map shows the southern 90% of Argentina, including Patagonia and Tierra del Fuego as well as Uruguay, at a scale of 1:2,500,000 (1 to 40 miles). The map uses shaded relief to indicate topography so that the mountains and plains are clearly visible. Roads, railroads and airports are all shown as are points of interest and tourist destinations. Distances are marked on the roads. Inset maps show Central Buenos Aires, Greater Buenos Aires, Comodor Rivadavia, Punta Arenas and Peninsula Valdes in greater detail. Details on the insets include hotels, public buildings, Gemples and Shopping areas. The Subway (Metro) is shown on the Buenos Aires map inset. Legend is in English, German, Spanish and French.",Nelles Verlag,Travel,3865742025
133,Redemption: Freed by Jesus from the Idols We Worship and the Wounds We Carry (Re: Lit Books),http://ecx.images-amazon.com/images/I/41bbmMGB85L.jpg,"<p>Exodus is a real story about God redeeming his people from the bondage of slavery and how their difficult journey home exposed their loyalties&mdash;though wounded by Egypt, they had come to worship its gods. Most Christians don&rsquo;t make golden idols like the Israelites in the wilderness, but we do set up idols on our own desert road&mdash;idols like substance abuse, pornography, gluttony, and rage. And even those who don&rsquo;t know the pain of actual slavery can feel enslaved to the fear and shame that follow sexual abuse or betrayal by a spouse, for we suffer at the hands of our idols as well as those created by others. We need more than self-improvement or comfort&mdash;we need redemption.</p> <p><em>Redemption</em> is not a step-oriented recovery book; it&rsquo;s story-oriented and Bible-anchored. It unfolds the back-story of redemption in Exodus to help Christians better understand how Christ redeems us from the slavery of abuse, addiction and assorted trouble and restores us to our created purpose, the worship of God. Readers will discover that the reward of freedom is more than victory over a habitual sin or release from shame; it is satisfaction and rest in God himself.</p>",Mike Wilkerson,Christian Books & Bibles,143352077X
134,"The Biomedical Engineering Handbook, Fourth Edition: Four Volume Set",http://ecx.images-amazon.com/images/I/41bgO8ayhaL.jpg,"<P>The definitive ""bible"" for the field of biomedical engineering, this collection of volumes is a major reference for all practicing biomedical engineers and students. Now in its fourth edition, this work presents a substantial revision, with all sections updated to offer the latest research findings. New sections address drugs and devices, personalized medicine, and stem cell engineering. Also included is a historical overview as well as a special section on medical ethics. This set provides complete coverage of biomedical engineering fundamentals, medical devices and systems, computer applications in medicine, and molecular engineering.</P>",Joseph D. Bronzino,Medical Books,1439825335
135,Manga Melech,http://ecx.images-amazon.com/images/I/51-ZNBf927L.jpg,"<i>Manga Melech</i> is a Biblically accurate Manga retelling of Bible stories beginning with entry into the Promised Land through the rule of King David. This book, fourth in the Tyndale Manga line, combines cutting-edge authentic Japanese Manga style with fast-paced storytelling to deliver Biblical truths in a compelling package to an ever changing, post-modern culture. Nearly 200,000 books sold in series!",,Comics & Graphic Novels,1414316836
136,The Quantum World: Quantum Physics for Everyone,http://ecx.images-amazon.com/images/I/51tIDsHLNjL.jpg,"<p>As Kenneth W. Ford shows us in <i>The Quantum World</i>, the laws governing the very small and the very swift defy common sense and stretch our minds to the limit. Drawing on a deep familiarity with the discoveries of the twentieth century, Ford gives an appealing account of quantum physics that will help the serious reader make sense of a science that, for all its successes, remains mysterious. In order to make the book even more suitable for classroom use, the author, assisted by Diane Goldstein, has included a new section of Quantum Questions at the back of the book. A separate answer manual to these 300+ questions is available; visit <i>The Quantum World</i> website for ordering information.</p><p>There is also a cloth edition of this book, which does not include the ""Quantum Questions"" included in this paperback edition.</p>",Kenneth W. Ford,Science & Math,067401832X
137,"Pistis Sophia: The Gnostic Tradition of Mary Magdalene, Jesus, and His Disciples",http://ecx.images-amazon.com/images/I/51MzYzyizpL.jpg,"The Pistis Sophia is an extremely important Gnostic text, dating back to the early 2nd Century. The text claims that after His resurection, Christ remained on Earth for another eleven years, teaching His Disciples up to the first level of the Mystery. In Gnostic teachings, the Sophia is the female aspect of God, and Christ is the male aspect of Divinity. The title ""Pistis Sophia"" translates to the ""faith of Sophia"".",G.R.S. Mead,Christian Books & Bibles,1453821864
138,"Gurdjieff, A Beginner's Guide: How Changing The Way We React To Misplacing Our Keys Can Transform Our Lives",http://ecx.images-amazon.com/images/I/51YJ1iZOF0L.jpg,"<p>2011 Update<p> Are you ready for self-transformation? Many spiritual teachers promise transformation, but Georges Ivanovitch Gurdjieff delivers. Gurdjieff (1872-1949) was born in Alexandropol on the border of Russia and Turkey. Gurdjieff's teachings contain many concepts that, taken together are referred to as the Work. The idea behind the Work is that our first birth is our physical body, which is all we need to get through life. But we are capable of developing into something higher, just as an acorn can stay an acorn and die or develop into an Oak Tree, we can develop into something higher. Gurdjieff offers a radically original version of man and his potential for self-development. ""Gurdjieff, A Beginner's Guide: How Changing the Way We React To Misplacing Our Keys Can Transform Our Lives"" is a beginning guide to the teachings of Gurdjieff. Practical and eminently readable, it leads the reader through some of the main concepts necessary for self-transformation.",Gil Friedman,Politics & Social Sciences,091303827X
139,Hanukkah Haiku,http://ecx.images-amazon.com/images/I/61c80lqL%2BNL.jpg,"Here's a cultural crossover that pays off: a traditionally Japanese poetic form used to celebrate the eight nights of Hanukkah. There's one haiku for each night, and stepped pages add one candle to the menorah every time the page is turned. The simple poetry is set off perfectly by Karla Gudeon's vibrant, freewheeling artwork. A perfect gift, or good to reread each year, <em>Hanukkah Haiku</em> is a jubilant, unforgettable journey through the eight nights of Hanukkah.",Harriet Ziefert,Children's Books,1934706337
140,Cool Shops London,http://ecx.images-amazon.com/images/I/4116-IJMdYL.jpg,"One of a new series of authoritative guides teNeues is introducing this season, Cool Shops London takes the reader on a tour of the best stores and boutiques in this vibrant city. Each shop included is distinguished by more than just the products it sells. The editors also highlight exemplary architecture and interior design - for shops such as Camper, Jigsaw and Marks and Spencer - with lavish colour photographs and emphasize as well the appeal of smaller, one-of-a-kind shops. Attractively designed to fit into any handbag, backpack, or briefcase, this book includes a site map for easy use and is sure to be a must-have for shopaholics everywhere!",,Travel,3832790381
141,"Awkward Silence, Vol. 4",http://ecx.images-amazon.com/images/I/51SvvR6kYuL.jpg,"Too shy for love.<BR><BR>Satoru Tono is too shy to speak to classmate Keigo Tamiya. Instead he fills his sketchbook with drawings of the boy he likes. But perhaps Keigo has noticed him too...?<BR><BR> Yuji Sagara and Takahito Kagami have been on one date together, but Yuji isn&rsquo;t prepared to start a relationship with a guy who lives in a completely different world than he does. Takahito is being groomed to take his father&rsquo;s elite place in politics, and now it&rsquo;s rumored he&rsquo;ll even go to university abroad&hellip;<BR><BR> Reads R to L (Japanese Style) for mature audiences.",Hinako Takanaga,Comics & Graphic Novels,1421551578
142,Building Simple Model Steam Engines,http://ecx.images-amazon.com/images/I/41wARddk6YL.jpg,"This book features detailed instructions on building four different, fully functional steam engine models. Designs and methods of construction are clearly detailed, with instructions that even a beginner will be able to follow.",Tubal Cain,Engineering & Transportation,1854861042
